ID,Phy_addres,lon,lat,hexbin,Owner
C0750145000,,-83.7722472,33.79502056,18147,NA
C0990001000,,-83.75269754,33.76754119,149,NA
C0750089000,,-83.77447339,33.8123012,18155,NA
C1250001000,,-83.69479431,33.82223109,3574,NA
C1210089000,,-83.71191965,33.83703783,2474,NA
C1230061000,,-83.68608556,33.82934054,4153,NA
C1210055000,,-83.68617711,33.83501069,4156,NA
C1270001000,,-83.68725234,33.81595895,4002,NA
C0930007000,,-83.75240138,33.79487935,162,NA
C0750018000,,-83.78283853,33.79457232,17647,NA
C0750144000,,-83.77684888,33.79419722,17898,NA
C0750088000,,-83.7730478,33.81458238,18156,NA
C0750088A00,,-83.7751705,33.81571478,18032,NA
C0750149000,,-83.76413688,33.79672286,18648,NA
C0760122000,,-83.7742796,33.78506156,18018,NA
M0050041000,902 GEORGIA HIGHWAY 11,-83.72037223,33.82183323,1936,NA
M0230023A00,1305 BAKER STREET,-83.6866396,33.80207696,4141,NA
M0040002000,200 DOUBLE SPRINGS CHURCH RD,-83.73696581,33.81886689,1042,NA
M0110009000,0 WALTON ROAD,-83.71551303,33.81404488,2329,NA
M0230021000,0 BAKER STREET,-83.68623208,33.80587311,4143,NA
M0240106000,1415 E CHURCH STREET,-83.68744368,33.796602,3993,NA
M0050041000,902 GEORGIA HIGHWAY 11,-83.70971687,33.8279861,2604,NA
M0290003000,500 FRIENDSHIP CHURCH RD,-83.74558221,33.82277856,542,NA
C0760048000,,-83.77395923,33.77932622,18140,NA
C0760075000,,-83.76283737,33.78206094,18767,NA
C0760072A00,,-83.75970037,33.78161938,18891,NA
C0760070G00,,-83.76469542,33.78128527,18641,NA
C0760070H00,,-83.76300598,33.78368787,18642,NA
N076D037000,,-83.77209972,33.77599748,18263,NA
N076D028000,,-83.77013604,33.77746807,18264,NA
N076D027000,,-83.77039726,33.77782842,18264,NA
N076D018000,,-83.7713596,33.77785576,18264,NA
N076D017000,,-83.77174036,33.77767007,18264,NA
N076D019000,,-83.77204983,33.77829512,18264,NA
N076D016000,,-83.77212428,33.77749181,18139,NA
N077C011000,,-83.7689776,33.77055549,18385,NA
N077C010000,,-83.76947081,33.77033943,18385,NA
N076B008A00,,-83.7710616,33.77425497,18262,NA
C0760080000,,-83.76204528,33.78429773,18768,NA
C0760117000,,-83.7678256,33.78337838,18391,NA
C0760102000,,-83.76630268,33.78475749,18517,NA
C0760108000,,-83.76194799,33.78507069,18768,NA
C0760103000,,-83.76518449,33.78476858,18517,NA
C0760112000,,-83.76496493,33.78400435,18642,NA
C0760084000,,-83.76100705,33.78548723,18768,NA
C0760085000,,-83.76096831,33.78606331,18893,NA
C0760076000,,-83.76184466,33.78223452,18767,NA
C0760068000,,-83.76685663,33.78139731,18515,NA
C0760081000,,-83.75912863,33.78626783,18893,NA
C0760118000,,-83.7687322,33.78290392,18391,NA
C0760121000,,-83.77115094,33.78197292,18266,NA
C0760055000,,-83.76803262,33.77755503,18388,NA
C0760090000,,-83.76899342,33.79202687,18395,NA
C0760077000,,-83.76226087,33.78284969,18767,NA
C0950001B00,,-83.75713807,33.79282598,19019,NA
C0760056000,,-83.76776728,33.77719552,18388,NA
C0760048B00,,-83.77290198,33.77986131,18140,NA
C0760065000,,-83.76482169,33.77701802,18639,NA
C0760066C00,,-83.76671899,33.77998218,18515,NA
C0760071000,,-83.76071098,33.77706985,18889,NA
C0760070A00,,-83.76394921,33.78171058,18641,NA
C0760066D00,,-83.76648852,33.77961362,18515,NA
C0760080A00,,-83.76217819,33.78405327,18768,NA
C0760073000,,-83.76161405,33.78453306,18768,NA
C0760111A00,,-83.76378175,33.78445669,18642,NA
C0760050A00,,-83.77023695,33.78044075,18265,NA
C0760049000,,-83.77114507,33.78065441,18265,NA
N077C012000,,-83.76848468,33.77077313,18385,NA
N076B029000,,-83.77064862,33.77187561,18261,NA
N077A023000,,-83.75983701,33.77124548,18886,NA
N077A024000,,-83.76019331,33.77053311,18886,NA
C0760070F00,,-83.76458713,33.78279005,18641,NA
C0760069000,,-83.76716567,33.78249382,18516,NA
N095A010000,,-83.74547059,33.78542346,525,NA
C0950033000,,-83.74647306,33.78301673,524,NA
C0970017000,,-83.74408503,33.77512201,643,NA
C0970006000,,-83.74381127,33.77887969,645,NA
C0970001A00,,-83.74374215,33.78189283,647,NA
C0970022000,,-83.7447117,33.7729491,642,NA
C0950005B00,,-83.75543058,33.7856609,36,NA
C0970016000,,-83.74443729,33.77566643,644,NA
C0970018000,,-83.74370391,33.77480108,643,NA
C0950018000,,-83.74620981,33.78741166,526,NA
C0950008000,,-83.74685288,33.78912193,526,NA
C0950007000,,-83.74817674,33.78881409,404,NA
C0970007000,,-83.7435621,33.77828704,645,NA
C0760089000,,-83.75919021,33.79166878,18896,NA
C0950003000,,-83.75695145,33.78460711,19015,NA
C0950003A00,,-83.75553861,33.78453212,35,NA
C0950004000,,-83.75703162,33.78548663,19015,NA
C0950005F00,,-83.75480143,33.78444684,35,NA
C0950005D00,,-83.75521924,33.78501599,35,NA
C0950005C00,,-83.75622794,33.78617482,36,NA
N077C013000,,-83.76801922,33.77098301,18385,NA
C0760048E00,,-83.77175477,33.78041887,18265,NA
C0760048D00,,-83.77203031,33.78027972,18265,NA
C0760048A00,,-83.77246389,33.78007382,18140,NA
C0760066F00,,-83.766017,33.77888906,18514,NA
C0760066G00,,-83.76577144,33.77853161,18514,NA
C0760066B00,,-83.76725255,33.7802859,18515,NA
C0760066E00,,-83.76625677,33.77924975,18514,NA
C0760066A00,,-83.76647769,33.78032787,18515,NA
C0760066K00,,-83.76507135,33.77741575,18639,NA
C0760066J00,,-83.76530052,33.777796,18639,NA
C0760066H00,,-83.76553453,33.77816798,18514,NA
C0760070000,,-83.76367049,33.77732985,18639,NA
C0760058A00,,-83.76620339,33.77700184,18513,NA
C0760050B00,,-83.76906237,33.77908527,18389,NA
N076D025000,,-83.77089488,33.77855901,18264,NA
C0760050000,,-83.76879935,33.77865553,18389,NA
N076D026000,,-83.77064004,33.77819981,18264,NA
C0760058000,,-83.76656473,33.77683481,18513,NA
C0760060000,,-83.76697476,33.77655876,18513,NA
C0760062000,,-83.76621316,33.7764356,18513,NA
C0760067000,,-83.76797105,33.78171844,18390,NA
C0760052000,,-83.76918207,33.78100176,18390,NA
C0760051B00,,-83.76936174,33.77960194,18389,NA
C0750147000,,-83.76970865,33.7933298,18271,NA
C0760119000,,-83.76921637,33.7828225,18390,NA
C0760120000,,-83.76961205,33.78274459,18266,NA
C0760051A00,,-83.77041905,33.78257937,18266,NA
C0760070B00,,-83.76503816,33.77383891,18637,NA
C0760104000,,-83.76383332,33.78546547,18643,NA
C0760082000,,-83.75983239,33.78597985,18893,NA
C0760086000,,-83.76154242,33.78679312,18769,NA
C0760110000,,-83.76325371,33.7847958,18642,NA
C0760109000,,-83.76264849,33.78501098,18768,NA
C0760105000,,-83.76312199,33.78573671,18643,NA
C0760106000,,-83.76254725,33.78609435,18768,NA
C0760113000,,-83.7658524,33.78397648,18517,NA
C0760114000,,-83.76633039,33.78379021,18516,NA
C0760116000,,-83.76846417,33.78359016,18391,NA
C0760088000,,-83.76216909,33.78822168,18769,NA
C0760083000,,-83.76027629,33.78789892,18894,NA
C0760095A00,,-83.76534037,33.79026908,18645,NA
C0760092000,,-83.76638656,33.79137274,18520,NA
C0760091A00,,-83.76751051,33.79152133,18520,NA
C0760091000,,-83.76943321,33.79077732,18394,NA
C0760074000,,-83.75934721,33.78464175,18892,NA
C0950001000,,-83.75497426,33.78984403,38,NA
C0950034000,,-83.74489845,33.78286128,647,NA
N097A002000,,-83.74432466,33.77994908,646,NA
N097A001000,,-83.74408026,33.78096015,646,NA
N097A004000,,-83.74702464,33.77784959,521,NA
N097A005000,,-83.74803875,33.77755207,399,NA
N097A009000,,-83.74937539,33.77959988,277,NA
N097A010000,,-83.74861247,33.77981833,400,NA
N097A011000,,-83.74796034,33.78014213,400,NA
N097A012000,,-83.74730289,33.7805033,400,NA
N097A013000,,-83.74657033,33.78103037,523,NA
N095A003000,,-83.74404201,33.78545927,648,NA
N095A030000,,-83.74395653,33.78636414,649,NA
N095A029000,,-83.74454954,33.78645248,649,NA
N095A028000,,-83.74513254,33.78652047,525,NA
N095A027000,,-83.74566602,33.78659229,525,NA
N095A026000,,-83.74616588,33.78661825,525,NA
N095A025000,,-83.74669688,33.78661555,525,NA
N095A024000,,-83.74728041,33.78655102,525,NA
N095A021000,,-83.74798833,33.7852066,402,NA
N095A020000,,-83.74776303,33.78483625,402,NA
N095A019000,,-83.74752834,33.7844711,402,NA
N095A013000,,-83.747133,33.78561352,525,NA
N095A012000,,-83.74650132,33.78569014,525,NA
N095A014000,,-83.7467154,33.78508659,525,NA
N095A011000,,-83.74593321,33.78545879,525,NA
N095A008000,,-83.74498541,33.78501075,648,NA
N095A009000,,-83.74484991,33.7856214,648,NA
C0950005E00,,-83.7558604,33.78558202,36,NA
C0950005000,,-83.75392235,33.78619478,36,NA
C0950005A00,,-83.75556822,33.7863164,36,NA
C0970015000,,-83.74400033,33.77643867,644,NA
C0970021000,,-83.74348231,33.77374788,643,NA
C0760072000,,-83.75684383,33.77877836,19012,NA
C0760072B00,,-83.7585448,33.78314493,19014,NA
N077C018000,,-83.7661331,33.76988116,18510,NA
N077C017000,,-83.76530536,33.77039467,18510,NA
N077C016000,,-83.76560782,33.7711632,18511,NA
N077C015000,,-83.76646621,33.77181653,18511,NA
N077C014000,,-83.76754037,33.77124774,18385,NA
N076B025000,,-83.76952451,33.77140574,18385,NA
N076B026000,,-83.76861698,33.77191509,18385,NA
N076B027000,,-83.76912506,33.7723862,18386,NA
N076B028000,,-83.76992335,33.77218797,18261,NA
N076B012000,,-83.76980412,33.772818,18386,NA
N076B010000,,-83.76929341,33.77455391,18387,NA
N076B009000,,-83.77022236,33.7741178,18262,NA
N097A003000,,-83.74530323,33.77871469,645,NA
N077A018000,,-83.76327788,33.77006537,18636,NA
N076B013000,,-83.77058374,33.77251057,18261,NA
N076B033000,,-83.77177579,33.77499906,18262,NA
N076B035000,,-83.77078339,33.77509937,18262,NA
N076B011000,,-83.76820415,33.77303441,18386,NA
C0760063000,,-83.76670519,33.77413561,18512,NA
C0760061000,,-83.76813039,33.77565034,18387,NA
C0760087000,,-83.76171505,33.78747793,18769,NA
C0760107000,,-83.76224108,33.78559408,18768,NA
C0760053000,,-83.76850601,33.77826115,18388,NA
C0760054000,,-83.76826589,33.7779022,18388,NA
C0760122000,,-83.77231296,33.78148514,18141,NA
C0760123000,,-83.77291307,33.78121014,18141,NA
C0760095A00,,-83.76534035,33.79026907,18645,NA
C0760097000,,-83.76306723,33.78695863,18769,NA
C0760096B00,,-83.76452794,33.78768928,18644,NA
N076B008000,,-83.77083841,33.7736591,18262,NA
N076D038000,,-83.77204327,33.77559126,18138,NA
N076D035000,,-83.77086069,33.77701535,18263,NA
N076D034000,,-83.77152792,33.77681887,18263,NA
N076D033000,,-83.77158806,33.77634613,18263,NA
N076D032000,,-83.77093837,33.7760881,18263,NA
N076D031000,,-83.77010913,33.77647424,18263,NA
N076D030000,,-83.7696056,33.7767508,18388,NA
N076D029000,,-83.76985524,33.77712845,18388,NA
N076D024000,,-83.77111462,33.77892976,18264,NA
N076D023000,,-83.77129903,33.77942838,18264,NA
N076D022000,,-83.77191277,33.77939772,18140,NA
N076D021000,,-83.77252386,33.77902869,18140,NA
N076D020000,,-83.77235392,33.77860356,18140,NA
N077A019000,,-83.7635444,33.77120211,18636,NA
N077A020000,,-83.76281891,33.77206737,18762,NA
N077A021000,,-83.75903588,33.77347188,18887,NA
N077A022000,,-83.75881362,33.77238077,18887,NA
N097A006000,,-83.74934607,33.77740466,276,NA
N097A007000,,-83.75299398,33.77785065,154,NA
N097A008000,,-83.75062715,33.77927965,277,NA
N095A004000,,-83.74400451,33.78482026,648,NA
N095A005000,,-83.74399624,33.78407621,648,NA
N095A006000,,-83.74487883,33.78395774,524,NA
N095A007000,,-83.7452513,33.78446506,524,NA
N095A015000,,-83.74623172,33.78466575,524,NA
N095A016000,,-83.74592606,33.78405751,524,NA
N095A017000,,-83.74658036,33.78372685,524,NA
N095A018000,,-83.74729954,33.78394919,524,NA
C0950006000,,-83.75124703,33.78372242,279,NA
N095A022000,,-83.7484489,33.78598877,402,NA
N095A023000,,-83.74779933,33.7864055,403,NA
C0760111000,,-83.76443275,33.78435747,18642,NA
C0760111C00,,-83.76451833,33.7852014,18643,NA
C0950002A00,,-83.75852376,33.78651157,18893,NA
C0950002000,,-83.75681162,33.78720362,19016,NA
C0760093000,,-83.76708286,33.7908066,18520,NA
N097A014000,,-83.7456392,33.781675,523,NA
N076H014000,,-83.76440204,33.78894953,18644,NA
N076H013000,,-83.76496775,33.78854323,18644,NA
N076H012000,,-83.76562717,33.78847265,18519,NA
N076H011000,,-83.76580545,33.78769713,18518,NA
N076H009000,,-83.76672957,33.78734178,18518,NA
N076H008000,,-83.76744191,33.78687883,18518,NA
N076H007000,,-83.7683876,33.78743438,18393,NA
N076H006000,,-83.76908485,33.78828255,18393,NA
N076H005000,,-83.76869869,33.78873137,18393,NA
N076H004000,,-83.76807265,33.78919316,18393,NA
N076H003000,,-83.76719695,33.78962122,18519,NA
N076H002000,,-83.76642003,33.78972948,18519,NA
N076H001000,,-83.76561541,33.789959,18519,NA
C0760093A00,,-83.76864377,33.78985408,18394,NA
C0760115000,,-83.77074023,33.78711329,18268,NA
C0760101000,,-83.76639865,33.7856009,18517,NA
C0760100000,,-83.76539087,33.78611134,18643,NA
C0760099000,,-83.76452597,33.78639017,18643,NA
C0760098000,,-83.76374594,33.7866997,18643,NA
C0760096A00,,-83.76380144,33.78770017,18644,NA
C0950009A00,,-83.74426127,33.79108779,651,NA
C0950017000,,-83.74429831,33.7877404,649,NA
C0950009H00,,-83.74402014,33.78919339,650,NA
C0950009000,,-83.74523061,33.78983351,527,NA
M0020013000,215 GEORGIA HIGHWAY 138,-83.74438434,33.79205778,651,NA
M0020013000,215 GEORGIA HIGHWAY 138,-83.74433915,33.79209257,651,NA
M0010002000,210 MARTIN LUTHER KING,-83.74550466,33.79324507,528,NA
M0010002A00,170 MARTIN LUTHER KING,-83.74472467,33.79321633,652,NA
M0010001C00,134 MARTIN LUTHER KING,-83.74425209,33.79478692,653,NA
M0020001B00,0 GEORGIA HIGHWAY 138,-83.74630554,33.79246103,528,NA
M0010001D00,156 MARTIN LUTHER KING,-83.74497514,33.79426964,652,NA
M0020001A00,,-83.74702527,33.79168936,528,NA
C0770104000,,-83.75886363,33.7646864,18883,NA
C0770103000,,-83.75942872,33.76440841,18883,NA
C0770102000,,-83.7599904,33.76412528,18883,NA
C0770101000,,-83.76055185,33.76384181,18883,NA
N077C021000,,-83.76825434,33.76908749,18384,NA
N077C020000,,-83.76759776,33.76929175,18384,NA
N077C019000,,-83.76707773,33.76973849,18510,NA
N077A025000,,-83.75973727,33.76985938,18885,NA
N077A034000,,-83.76244766,33.76486169,18759,NA
C0990012000,,-83.75768069,33.76511502,19006,NA
N077A029000,,-83.75954577,33.76666225,18884,NA
N077A028000,,-83.75889053,33.76782684,18885,NA
N077A027000,,-83.75899268,33.76865181,18885,NA
N077A026000,,-83.75919723,33.76928705,18885,NA
C1030007000,,-83.74431465,33.74624972,630,NA
C1030008000,,-83.74430556,33.74806247,631,NA
C1010002000,,-83.74293725,33.75704105,635,NA
C1010006A00,,-83.74314732,33.7510914,632,NA
C1010010000,,-83.74378322,33.7525686,633,NA
C1010005000,,-83.74908679,33.75724759,389,NA
C0990011000,,-83.75377463,33.76143345,146,NA
C1010008000,,-83.74420997,33.75313038,633,NA
C1010007000,,-83.74438716,33.75357527,633,NA
C1010006000,,-83.74803574,33.75235469,387,NA
C0990007000,,-83.74534978,33.76301101,514,NA
C0990006000,,-83.74441066,33.76357797,638,NA
C0990005000,,-83.7434997,33.76402203,638,NA
C0990008000,,-83.7433526,33.76163478,637,NA
C0990010000,,-83.75009436,33.75939549,268,NA
C1010004000,,-83.7460985,33.75825244,512,NA
C1010003000,,-83.74421071,33.7589306,636,NA
C0770085000,,-83.76793666,33.7671108,18383,NA
N077A031000,,-83.76057441,33.76584473,18884,NA
N077A030000,,-83.76086593,33.76656572,18884,NA
N077A032000,,-83.76133394,33.7654587,18759,NA
N077A033000,,-83.76189579,33.76516245,18759,NA
N077A017000,,-83.76279795,33.76942951,18761,NA
N077A016000,,-83.76254383,33.76897519,18761,NA
N077A015000,,-83.76203864,33.76842221,18760,NA
N077A014000,,-83.76201551,33.76729293,18760,NA
N077A009000,,-83.76481538,33.76605974,18634,NA
N077A010000,,-83.76424604,33.76633323,18634,NA
N077A011000,,-83.76367361,33.7666042,18634,NA
N077A012000,,-83.76310272,33.76687986,18634,NA
C1030042B00,,-83.7429862,33.74397323,629,NA
C0750130B00,,-83.77983157,33.80653062,17778,NA
N075G007000,,-83.78466692,33.79787545,17524,NA
C0750127000,,-83.78470998,33.80627349,17528,NA
C0750130A00,,-83.78098043,33.80636818,17778,NA
N075G016000,,-83.78284688,33.79759128,17648,NA
N075G014000,,-83.78459455,33.7972383,17524,NA
C0750129A00,,-83.7820882,33.80686058,17653,NA
C0750026000,,-83.78532396,33.80000179,17525,NA
C0750026000,,-83.78613439,33.79884264,17400,NA
C0750025000,,-83.78572931,33.79834746,17400,NA
C0750128000,,-83.78327978,33.80659863,17528,NA
C0750129000,,-83.78133872,33.80730687,17653,NA
N075E024000,,-83.78203441,33.81405762,17656,NA
N075E026000,,-83.78295692,33.81361466,17656,NA
N075E016000,,-83.78310915,33.81592968,17657,NA
N075E035000,,-83.78489193,33.81520632,17532,NA
N075E034000,,-83.78500823,33.81558957,17532,NA
N075E006000,,-83.7857398,33.81601003,17408,NA
N074C007000,,-83.78032533,33.81690023,17783,NA
N074C006000,,-83.7811092,33.81738173,17783,NA
N074C004000,,-83.78383284,33.81756258,17533,NA
N074C005000,,-83.78289895,33.8179184,17658,NA
N074C072000,,-83.7846534,33.8179998,17533,NA
N074C073000,,-83.78528991,33.81771506,17533,NA
N074C026000,,-83.77503663,33.82194055,18035,NA
N074C030000,,-83.77586133,33.82039746,18034,NA
N074C031000,,-83.77613994,33.82084564,18035,NA
N074C032000,,-83.77644801,33.82134066,18035,NA
N074C027000,,-83.77529608,33.82228002,18035,NA
N074C048000,,-83.77566765,33.81961079,18034,NA
N074C047000,,-83.77688611,33.81997568,17910,NA
N074C063000,,-83.77761476,33.81975752,17910,NA
N074C064000,,-83.77803079,33.81956898,17909,NA
C0750032000,,-83.7872558,33.80287845,17402,NA
C0750008000,,-83.78899031,33.80534786,17278,NA
C0750027000,,-83.78611704,33.79932395,17400,NA
C0750028000,,-83.78663608,33.80013182,17400,NA
C0750022000,,-83.78447734,33.79676802,17523,NA
N075A009000,,-83.77463589,33.79836663,18024,NA
N075A008A00,,-83.77458206,33.79879945,18024,NA
N075A008000,,-83.77410808,33.79875396,18149,NA
N075A014000,,-83.77410201,33.7968379,18148,NA
C0750154000,,-83.7749795,33.80541415,18027,NA
C0750094000,,-83.78049649,33.80913967,17779,NA
C0750095000,,-83.78108088,33.80886966,17779,NA
C0750096000,,-83.78162861,33.80861645,17653,NA
C0750097000,,-83.78217247,33.8083769,17653,NA
N074C014000,,-83.77624701,33.8173318,18033,NA
N074C013000,,-83.77663461,33.81708892,17908,NA
N074C012000,,-83.77709298,33.81700436,17908,NA
N074C011000,,-83.77775309,33.81685811,17908,NA
N074C008000,,-83.77980972,33.81668488,17783,NA
N074C009000,,-83.7791102,33.8167279,17783,NA
N074C050000,,-83.77511475,33.81910311,18034,NA
N074C051000,,-83.77552696,33.8188161,18034,NA
N074C052000,,-83.77601932,33.81861326,18034,NA
N074C053000,,-83.77653018,33.81837072,17909,NA
N074C054000,,-83.77703765,33.81812885,17909,NA
N074C055000,,-83.77748936,33.81791438,17909,NA
N074C056000,,-83.77812237,33.81770377,17909,NA
N074C057000,,-83.77910178,33.81800482,17783,NA
N074C058000,,-83.77862117,33.81822506,17909,NA
N074C059000,,-83.7780695,33.81847053,17909,NA
N074C060000,,-83.77740872,33.8187801,17909,NA
N074C061000,,-83.77683463,33.81904649,17909,NA
N074C062000,,-83.77628022,33.81930415,18034,NA
N074C065000,,-83.7784669,33.81934173,17909,NA
N074C067000,,-83.77945402,33.81885732,17784,NA
N074C066000,,-83.77896513,33.8190969,17784,NA
C0750086000,,-83.78075525,33.81521228,17782,NA
N074C010000,,-83.7785453,33.81670013,17908,NA
N075D044000,,-83.77561961,33.80901573,18029,NA
N075D074000,,-83.77614402,33.80835828,18029,NA
N075D007000,,-83.7745896,33.81089681,18030,NA
N074C068000,,-83.77989069,33.81860951,17784,NA
N074C070000,,-83.78135152,33.81833246,17658,NA
N074C069000,,-83.78037008,33.81842278,17783,NA
C0750085000,,-83.7820012,33.813323,17656,NA
C0750066000,,-83.78673341,33.81210899,17406,NA
C0750067000,,-83.78588292,33.81178297,17406,NA
C0750068000,,-83.78492656,33.81165869,17530,NA
C0750074000,,-83.78161169,33.80968618,17654,NA
C0750106000,,-83.78528974,33.81073715,17530,NA
N074C071000,,-83.78342502,33.81844223,17658,NA
N075E027000,,-83.78334945,33.81350888,17531,NA
N075E049000,,-83.7838587,33.81353648,17531,NA
N075E005000,,-83.7867342,33.81424029,17407,NA
N075E049000,,-83.78564749,33.81309664,17531,NA
N075E004000,,-83.78688992,33.81456984,17407,NA
N075E020000,,-83.78213754,33.81518335,17656,NA
N075E019000,,-83.7824395,33.81543207,17657,NA
N075E029000,,-83.78487848,33.81386614,17531,NA
N075E028000,,-83.78443603,33.81366205,17531,NA
N075E031000,,-83.78552292,33.81459783,17407,NA
N075E030000,,-83.78526159,33.81415192,17407,NA
N075E033000,,-83.78576284,33.81542103,17532,NA
N075E032000,,-83.78565167,33.8150336,17532,NA
N075E036000,,-83.78478011,33.81482782,17532,NA
N075E037000,,-83.78448701,33.81447223,17532,NA
N075E040000,,-83.78320843,33.81428407,17656,NA
N075E041000,,-83.78286894,33.81446361,17656,NA
N075E008000,,-83.78497003,33.81631343,17532,NA
N075E009000,,-83.78468292,33.81647296,17533,NA
N075E039000,,-83.7835753,33.81425119,17656,NA
N075E043000,,-83.7831655,33.81485789,17656,NA
N075E038000,,-83.78389691,33.81431008,17532,NA
N075E044000,,-83.78345875,33.815018,17532,NA
N075E049000,,-83.78432462,33.81498782,17532,NA
N075E048000,,-83.78439667,33.81578306,17532,NA
N075E047000,,-83.78405702,33.81594709,17532,NA
N074C001000,,-83.78583885,33.81657251,17408,NA
N075E007000,,-83.78526712,33.81616441,17532,NA
N074C002000,,-83.78519657,33.81689058,17533,NA
N075E010000,,-83.78438087,33.81663084,17533,NA
N074C003000,,-83.78455033,33.8172132,17533,NA
N075E011000,,-83.78407804,33.8167786,17533,NA
N075E018000,,-83.78269069,33.81561881,17657,NA
N075E017000,,-83.78290485,33.81577693,17657,NA
C0750104000,,-83.78401869,33.81012044,17530,NA
C0750103000,,-83.78322009,33.81024444,17654,NA
C0750102000,,-83.78271016,33.80948301,17654,NA
C0750105000,,-83.78464144,33.81023139,17530,NA
N075E025000,,-83.7824989,33.81383206,17656,NA
C0750069000,,-83.78417249,33.81154784,17530,NA
C0750070000,,-83.78353577,33.8114826,17530,NA
C0750082000,,-83.78372293,33.81243134,17531,NA
C0750081000,,-83.78259243,33.81240347,17655,NA
C0750071000,,-83.78263999,33.81142656,17655,NA
C0750080000,,-83.78178371,33.81231379,17655,NA
C0750079000,,-83.78075268,33.81225618,17655,NA
C0750073000,,-83.7816646,33.81036314,17654,NA
C0750072000,,-83.78178462,33.81104276,17655,NA
C0750076000,,-83.77966173,33.81056942,17780,NA
C0750075000,,-83.78076819,33.81026119,17780,NA
C0750084000,,-83.7822823,33.81350207,17656,NA
N074F096000,,-83.79160822,33.81497941,17158,NA
C0750078000,,-83.78022769,33.81158316,17780,NA
C0750077000,,-83.77993497,33.81105536,17780,NA
N075D001000,,-83.77594294,33.80947825,18029,NA
N074C017000,,-83.77474238,33.81811622,18033,NA
N074C016000,,-83.77524367,33.81794689,18033,NA
N074C015000,,-83.77581807,33.81768125,18033,NA
N075D005000,,-83.77535674,33.81054424,18030,NA
N075D006000,,-83.77497606,33.8107192,18030,NA
N075D074000,,-83.77698158,33.8094519,17905,NA
N075D021000,,-83.77495268,33.80994586,18030,NA
N075D024000,,-83.77463659,33.80948605,18029,NA
N075D020000,,-83.77457183,33.81012056,18030,NA
N075D023000,,-83.77502734,33.80930669,18029,NA
N075D022000,,-83.77534746,33.80976564,18029,NA
C0750091000,,-83.77883318,33.80956573,17905,NA
C0750130000,,-83.77867478,33.80764969,17904,NA
C0750093000,,-83.77985227,33.80942222,17779,NA
C0750092000,,-83.77916108,33.81003163,17780,NA
C0750098000,,-83.78272241,33.80813513,17653,NA
N075D043000,,-83.77538717,33.80855054,18029,NA
C0750099000,,-83.78339924,33.80781984,17653,NA
N075G013000,,-83.78310405,33.79774012,17524,NA
N075G012000,,-83.78279637,33.79817065,17649,NA
N075G011000,,-83.78309511,33.79838808,17649,NA
N075G010000,,-83.78363826,33.79820975,17524,NA
N075A013000,,-83.7749941,33.79646847,18023,NA
N075A012000,,-83.77606604,33.79783137,18024,NA
N075A011000,,-83.7756741,33.79942205,18025,NA
N075A010000,,-83.77520598,33.79827801,18024,NA
N075E042000,,-83.78251563,33.81465474,17656,NA
N074B017000,,-83.78011357,33.81933697,17784,NA
N075E012000,,-83.7837525,33.81702492,17533,NA
N075E013000,,-83.78329155,33.81677458,17657,NA
N075E014000,,-83.78315592,33.81628725,17657,NA
N075E015000,,-83.7835913,33.81616445,17532,NA
N075E021000,,-83.78185928,33.81482649,17656,NA
N075E022000,,-83.78154595,33.81450188,17656,NA
N075E023000,,-83.78163181,33.81424133,17656,NA
N075D002000,,-83.7762512,33.80981886,17905,NA
N075D003000,,-83.77633684,33.81016709,17905,NA
N075D004000,,-83.77581923,33.81034579,18030,NA
N075D041000,,-83.77460136,33.80874637,18029,NA
N075D042000,,-83.77494108,33.80844449,18029,NA
C0750131000,,-83.7798796,33.80244187,17776,NA
N075G009000,,-83.78402005,33.79806263,17524,NA
N075G008000,,-83.78432955,33.79791441,17524,NA
C0750101000,,-83.78344797,33.8091599,17529,NA
N075E046000,,-83.78395955,33.81547848,17532,NA
N075E045000,,-83.78373251,33.8152273,17532,NA
N074B016000,,-83.78065748,33.81902096,17784,NA
N074B015000,,-83.78120899,33.81888087,17658,NA
N074B014000,,-83.78159623,33.81908031,17658,NA
N074B013000,,-83.78204071,33.81918398,17658,NA
C0750100000,,-83.78407012,33.80883773,17529,NA
C0750107000,,-83.78642414,33.81095041,17405,NA
C0750126000,,-83.78671247,33.80834228,17404,NA
N074B025000,,-83.78224387,33.82062794,17659,NA
N074B010000,,-83.78325791,33.819933,17534,NA
N074B011000,,-83.78296002,33.819609,17534,NA
N074C045000,,-83.77747362,33.8209626,17910,NA
N074C044000,,-83.77778031,33.82143709,17910,NA
N074C042000,,-83.77844584,33.82251632,17911,NA
N074C043000,,-83.77809984,33.8219483,17911,NA
N074C035000,,-83.77716191,33.82280725,17911,NA
N074C041000,,-83.77871254,33.82317299,17911,NA
N074C040000,,-83.77836807,33.82363284,17911,NA
N074C049000,,-83.77505062,33.81971232,18034,NA
N074C025000,,-83.77482082,33.82161631,18035,NA
N074B055000,,-83.78065867,33.8221986,17785,NA
N074B056000,,-83.78049862,33.82185591,17785,NA
N074B057000,,-83.78032616,33.82147825,17785,NA
N074B012000,,-83.782573,33.81933587,17658,NA
N074B058000,,-83.78004816,33.82110993,17785,NA
N074B071000,,-83.77972362,33.82279309,17785,NA
N074B059000,,-83.77979727,33.82077484,17785,NA
N074B070000,,-83.77947988,33.82243439,17785,NA
